start_station_id,end_station_id,start_station_name,end_station_name,count
384,400,Vaar Frelsers gravlund,OsloMet,24
403,424,Parkveien,Birkelunden,24
614,512,Sinsen T-bane,Ensjoe T-bane,24
748,403,Hydroparken,Parkveien,24
481,444,Raadhusgata,AHO,24
558,509,Dokkveien,Kjeld Stubs gate,24
393,455,Hans Nielsen Hauges plass,Sofienbergparken soer,24
478,433,Jernbanetorget,Ila,24
387,418,Studenterlunden,Norsk Folkemuseum,24
511,571,Henrik Ibsens gate,Over Raadhusgata,24
438,505,BI Nydalen,Marienlystparken,24
600,581,Dyvekes bru,Jordalgata,24
393,391,Hans Nielsen Hauges plass,St. Hanshaugen park vest,24
399,421,Uelands gate,Alexander Kiellands Plass,24
2304,398,Hedmarksgata,Ringnes Park,24
468,495,Skillebekk,Vaterlandsparken,24
496,625,Fysikkbygningen,Spikersuppa Oest,24
398,411,Ringnes Park,Hasle Torg,24
481,484,Raadhusgata,Karenslyst allé,24
472,478,Arendalsgata,Jernbanetorget,24
580,469,Georg Morgenstiernes hus,Studentparlamentet,24
444,462,AHO,Stensparken,24
466,466,Ullevaalsalléen,Ullevaalsalléen,24
585,423,Nordre gate,Schous plass,24
414,562,Kontraskjaeret,Slottsparken Oest,24
2307,531,Domus Athletica,Monolittveien,24
403,391,Parkveien,St. Hanshaugen park vest,24
432,437,St. Hanshaugen park soer,Sentrum Scene,24
407,581,Sagene bussholdeplass,Jordalgata,24
497,737,Sirkustomta,Munkegata,24
2330,457,Stjerneplassen,Trondheimsveien,24
502,2307,Ullevaal sykehus,Domus Athletica,24
620,2339,Bislettgata,Elgsletta,24
377,411,Toeyenparken,Hasle Torg,24
2308,465,Gunerius,Bjoervika,24
448,437,Oslo Plaza,Sentrum Scene,24
2315,522,Rostockgata,Mandalls gate,24
390,432,Saga Kino,St. Hanshaugen park soer,24
464,435,Sukkerbiten,Fram-gaarden,24
564,568,Oscars gate,Frognerveien,24
423,410,Schous plass,Landstads gate,24
552,2337,Trelastgata,Universitetsgata,24
381,457,Groenlands torg,Trondheimsveien,24
415,607,Sinsenveien,Marcus Thranes gate,24
488,430,Torshovparken vest,Spikersuppa Vest,24
2329,464,Via Vika,Sukkerbiten,24
501,582,Krebs' gate,Stavangergata,24
404,557,Oslo Handelsgymnasium,Akersgata,24
431,401,Chr. Michelsens Gate,Lille Schous plass,24
576,603,Dronningens gate,Frogner plass,24
437,541,Sentrum Scene,Langkaia,24
587,2333,Riddervoldplass,Akerselvallmenningen,24
2329,571,Via Vika,Over Raadhusgata,24
2304,497,Hedmarksgata,Sirkustomta,24
2308,581,Gunerius,Jordalgata,24
540,497,Lilleborgbanen,Sirkustomta,24
519,620,Thomas Heftyes plass,Bislettgata,24
406,448,Carl Berners plass soer,Oslo Plaza,24
483,583,Hausmanns gate,Galgeberg,24
497,495,Sirkustomta,Vaterlandsparken,24
614,480,Sinsen T-bane,Helga Helgesens plass,24
581,401,Jordalgata,Lille Schous plass,24
402,385,Loerenveien,Soendre gate,24
423,600,Schous plass,Dyvekes bru,24
744,502,Hallénparken,Ullevaal sykehus,24
394,499,Bjoelsen Studentby,Bjerregaards gate,24
612,444,Ensjoeveien,AHO,24
439,380,Moelleparken,Bentsebrugata,24
469,607,Studentparlamentet,Marcus Thranes gate,24
572,567,Skoeyen,Forskningsveien,24
413,587,Majorstuen,Riddervoldplass,24
493,387,Sofienbergparken nordvest,Studenterlunden,24
2329,435,Via Vika,Fram-gaarden,24
380,2307,Bentsebrugata,Domus Athletica,24
2305,585,Hesselbergs Gate,Nordre gate,24
552,549,Trelastgata,Linaaes gate,24
502,478,Ullevaal sykehus,Jernbanetorget,24
424,565,Birkelunden,Mailundveien,24
525,396,Myraloekka Oest,Kirkeristen,24
587,534,Riddervoldplass,Filipstadveien,24
443,506,Sjoesiden ved trappen,Botanisk Hage vest,24
611,553,Bankplassen,Skraaninga,24
624,553,Daelenenggata,Skraaninga,24
623,400,7 Juni Plassen,OsloMet,24
414,553,Kontraskjaeret,Skraaninga,24
384,585,Vaar Frelsers gravlund soer,Nordre gate,24
390,553,Saga Kino,Skraaninga,24
559,418,Hoffsveien,Norsk Folkemuseum,24
603,553,Frogner plass,Skraaninga,24
597,553,Fredensborg,Skraaninga,24
487,553,Carl Berners plass nord,Skraaninga,24
406,553,Carl Berners plass soer,Skraaninga,24
737,553,Munkegata,Skraaninga,24
443,578,Sjoesiden ved trappen,Hallings gate,24
522,383,Mandalls gate,Arkitekt Rivertz Plass,24
488,570,Torshovparken vest,Froeen T-bane,23
606,559,Stockfleths gate,Hoffsveien,23
461,1755,Vaalerenga,Aker Brygge,23
514,552,Sofienberggata,Trelastgata,23
436,739,Vestkanttorvet,Hammersborg Torg,23
413,558,Majorstuen,Dokkveien,23
457,545,Trondheimsveien,Arkaden Soer,23
501,485,Krebs' gate,Sommerfrydhagen,23
439,394,Moelleparken,Bjoelsen Studentby,23
580,476,Georg Morgenstiernes hus,Edvard Storms gate,23
609,557,Fred Olsens gate,Akersgata,23
404,547,Oslo Handelsgymnasium,Skippergata,23
480,610,Helga Helgesens plass,Sotahjoernet,23
572,421,Skoeyen,Alexander Kiellands Plass,23
621,2308,Torshovdalen oest,Gunerius,23
488,493,Torshovparken vest,Sofienbergparken nordvest,23
403,551,Parkveien,Olaf Ryes plass,23
575,446,Sognsveien,Bislett Stadion,23
567,598,Forskningsveien,Sofienbergparken nord,23
413,397,Majorstuen,Storo Storsenter,23
423,593,Schous plass,Bjoelsen moelle,23
484,537,Karenslyst allé,St. Olavs gate,23
1755,569,Aker Brygge,Botanisk hage soer-vest,23
519,450,Thomas Heftyes plass,Elisenberg,23
590,735,Majorstua skole,Oslo Hospital,23
434,485,Lindern,Sommerfrydhagen,23
435,413,Fram-gaarden,Majorstuen,23
420,416,Bjoelsendumpa,Tannlegehoeyskolen,23
462,495,Stensparken,Vaterlandsparken,23
394,409,Bjoelsen Studentby,John Colletts plass,23
417,584,Uranienborgparken,Henrik Wergelands allé,23
579,2339,Bogstadveien,Elgsletta,23
505,394,Marienlystparken,Bjoelsen Studentby,23
550,478,Thereses gate,Jernbanetorget,23
391,472,St. Hanshaugen park vest,Arendalsgata,23
488,481,Torshovparken vest,Raadhusgata,23
396,427,Kirkeristen,Briskeby,23
397,506,Storo Storsenter,Botanisk Hage vest,23
590,518,Majorstua skole,Ullevaalsveien,23
526,487,Lille Grensen,Carl Berners plass nord,23
407,437,Sagene bussholdeplass,Sentrum Scene,23
409,597,John Colletts plass,Fredensborg,23
613,405,Schives gate,Frognerbadet,23
549,487,Linaaes gate,Carl Berners plass nord,23
491,583,Brugata,Galgeberg,23
622,469,Pilestredet 63,Studentparlamentet,23
579,456,Bogstadveien,Frognerstranda,23
391,502,St. Hanshaugen park vest,Ullevaal sykehus,23
541,563,Langkaia,Huitfeldts gate,23
398,2305,Ringnes Park,Hesselbergs Gate,23
377,487,Toeyenparken,Carl Berners plass nord,23
599,568,Paléhaven,Frognerveien,23
442,455,Vulkan,Sofienbergparken soer,23
409,499,John Colletts plass,Bjerregaards gate,23
382,563,Stensgata,Huitfeldts gate,23
618,409,Bak Niels Treschows hus soer,John Colletts plass,23
606,446,Stockfleths gate,Bislett Stadion,23
398,383,Ringnes Park,Arkitekt Rivertz Plass,23
498,447,HasleLinje,Kvaernerbyen,23
624,452,Daelenenggata,Vippetangen vest,23
427,626,Briskeby,Drammensveien,23
600,414,Dyvekes bru,Kontraskjaeret,23
435,392,Fram-gaarden,Sjoesiden ved fontenen,23
421,484,Alexander Kiellands Plass,Karenslyst allé,23
416,476,Tannlegehoeyskolen,Edvard Storms gate,23
597,438,Fredensborg,BI Nydalen,23
414,597,Kontraskjaeret,Fredensborg,23
432,609,St. Hanshaugen park soer,Fred Olsens gate,23
618,462,Bak Niels Treschows hus soer,Stensparken,23
595,2339,Skarpsnoparken,Elgsletta,23
575,596,Sognsveien,Idioten,23
564,439,Oscars gate,Moelleparken,23
609,460,Fred Olsens gate,Botanisk Hage soer,23
486,484,Blindern Studenthus,Karenslyst allé,23
576,493,Dronningens gate,Sofienbergparken nordvest,23
404,562,Oslo Handelsgymnasium,Slottsparken Oest,23
607,482,Marcus Thranes gate,Nydalen,23
530,450,Holbergs plass,Elisenberg,23
2307,397,Domus Athletica,Storo Storsenter,23
433,412,Ila,Jakob kirke,23
1919,599,Kvaernerveien,Paléhaven,23
737,484,Munkegata,Karenslyst allé,23
480,620,Helga Helgesens plass,Bislettgata,23
432,511,St. Hanshaugen park soer,Henrik Ibsens gate,23
383,592,Arkitekt Rivertz Plass,Badebakken,23
383,559,Arkitekt Rivertz Plass,Hoffsveien,23
2333,574,Akerselvallmenningen,Annette Thommessens Plass,23
561,555,Kirkeveien,Griffenfeldts gate,23
488,462,Torshovparken vest,Stensparken,23
2329,625,Via Vika,Spikersuppa Oest,23
522,2330,Mandalls gate,Stjerneplassen,23
2334,408,Nybrua holdeplass,Toeyen skole,23
450,400,Elisenberg,OsloMet,23
742,2304,Hasle,Hedmarksgata,23
480,623,Helga Helgesens plass,7. juni-plassen,23
397,401,Storo Storsenter,Lille Schous plass,23
548,558,Colbjoernsens gate,Dokkveien,23
1101,443,Stortingstunellen,Sjoesiden ved trappen,23
397,476,Storo Storsenter,Edvard Storms gate,23
384,425,Vaar Frelsers gravlund,Adamstuen,23
451,463,Suhms gate,Schous plass trikkestopp,23
558,2330,Dokkveien,Stjerneplassen,23
489,623,Torggata,7. juni-plassen,23
596,558,Idioten,Dokkveien,23
449,584,Ruseloekkgaarden,Henrik Wergelands allé,23
613,626,Schives gate,Drammensveien,23
530,585,Holbergs plass,Nordre gate,23
595,499,Skarpsnoparken,Bjerregaards gate,23
459,476,Valkyrieplassen,Edvard Storms gate,23
556,545,Pilestredet,Arkaden Soer,23
1101,599,Stortingstunellen,Paléhaven,23
426,493,Gimle Kino,Sofienbergparken nordvest,23
549,622,Linaaes gate,Pilestredet 63,23
502,558,Ullevaal sykehus,Dokkveien,23
547,430,Skippergata,Spikersuppa Vest,23
486,424,Blindern Studenthus,Birkelunden,23
516,442,Finnmarksgata,Vulkan,23
389,2328,Pilestredet Studenthus,The Hub,23
506,537,Botanisk Hage vest,St. Olavs gate,23
431,2305,Chr. Michelsens Gate,Hesselbergs Gate,23
414,574,Kontraskjaeret,Annette Thommessens Plass,23
525,499,Myraloekka Oest,Bjerregaards gate,23
385,506,Soendre gate,Botanisk Hage vest,23
384,389,Vaar Frelsers gravlund,Pilestredet Studenthus,23
461,423,Vaalerenga,Schous plass,23
503,2337,Fagerheimgata,Universitetsgata,23
2333,514,Akerselvallmenningen,Sofienberggata,23
626,435,Drammensveien,Fram-gaarden,23
620,457,Bislettgata,Trondheimsveien,23
430,404,Spikersuppa Vest,Oslo Handelsgymnasium,23
470,432,St. Hanshaugen park nord,St. Hanshaugen park soer,23
391,603,St. Hanshaugen park vest,Frogner plass,23
391,561,St. Hanshaugen park vest,Kirkeveien,23
430,530,Spikersuppa Vest,Holbergs plass,23
400,523,OsloMet,Toeyenbekken,23
380,572,Bentsebrugata,Skoeyen,23
550,537,Thereses gate,St. Olavs gate,23
405,1023,Frognerbadet,Professor Aschehougs plass,23
433,599,Ila,Paléhaven,23
600,476,Dyvekes bru,Edvard Storms gate,23
455,384,Sofienbergparken soer,Vaar Frelsers gravlund,23
569,599,Botanisk hage soer-vest,Paléhaven,23
581,478,Jordalgata,Jernbanetorget,23
412,545,Jakob kirke,Arkaden Soer,23
581,385,Jordalgata,Soendre gate,23
561,436,Kirkeveien,Vestkanttorvet,23
451,474,Suhms gate,Blindern studentparkering,23
483,1023,Hausmanns gate,Professor Aschehougs plass,23
446,418,Bislett Stadion,Norsk Folkemuseum,23
540,430,Lilleborgbanen,Spikersuppa Vest,23
548,564,Colbjoernsens gate,Oscars gate,23
2347,563,Huk 2,Huitfeldts gate,23
533,562,Soervest for Slottsparken,Slottsparken Oest,23
597,555,Fredensborg,Griffenfeldts gate,23
400,421,OsloMet,Alexander Kiellands Plass,23
575,606,Sognsveien,Stockfleths gate,23
403,495,Parkveien,Vaterlandsparken,23
525,549,Myraloekka Oest,Linaaes gate,23
469,582,Studentparlamentet,Stavangergata,23
530,407,Holbergs plass,Sagene bussholdeplass,23
549,2339,Linaaes gate,Elgsletta,23
1755,516,Aker Brygge,Finnmarksgata,23
439,568,Moelleparken,Frognerveien,23
626,468,Drammensveien,Skillebekk,23
394,437,Bjoelsen Studentby,Sentrum Scene,23
2305,2308,Hesselbergs Gate,Gunerius,23
578,2305,Hallings gate,Hesselbergs Gate,23
435,737,Fram-gaarden,Munkegata,23
502,516,Ullevaal sykehus,Finnmarksgata,23
461,2333,Vaalerenga,Akerselvallmenningen,23
614,443,Sinsen T-bane,Sjoesiden ved trappen,23
393,597,Hans Nielsen Hauges plass,Fredensborg,23
2308,2280,Gunerius,Klingenberggata,23
521,552,Jess Carlsens gate,Trelastgata,23
444,2280,AHO,Klingenberggata,23
476,522,Edvard Storms gate,Mandalls gate,23
594,583,Kampen park Oest,Galgeberg,23
411,513,Hasle Torg,Boekkerveien,23
579,505,Bogstadveien,Marienlystparken,23
590,392,Majorstua skole,Sjoesiden ved fontenen,23
488,597,Torshovparken vest,Fredensborg,23
584,557,Henrik Wergelands allé,Akersgata,23
601,482,Rolf Wickstroems vei,Nydalen,23
597,574,Fredensborg,Annette Thommessens Plass,23
585,475,Nordre gate,Hausmanns bru,23
599,557,Paléhaven,Akersgata,23
606,444,Stockfleths gate,AHO,23
382,404,Stensgata,Oslo Handelsgymnasium,23
970,491,Enerhaugen,Brugata,23
486,476,Blindern Studenthus,Edvard Storms gate,23
620,418,Bislettgata,Norsk Folkemuseum,23
390,545,Saga Kino,Arkaden Soer,23
579,2328,Bogstadveien,The Hub,23
570,400,Froeen T-bane,OsloMet,23
452,499,Vippetangen vest,Bjerregaards gate,23
506,439,Botanisk Hage vest,Moelleparken,23
620,2347,Bislettgata,Huk 2,23
464,401,Sukkerbiten,Lille Schous plass,23
526,2337,Lille Grensen,Universitetsgata,23
578,455,Hallings gate,Sofienbergparken soer,23
542,1023,Grünerhagen Nord,Professor Aschehougs plass,23
585,1023,Nordre gate,Professor Aschehougs plass,23
402,2270,Loerenveien,Loerenporten,23
596,525,Idioten,Myraloekka Oest,23
464,458,Sukkerbiten,Jenny Braatens Plass,23
2305,503,Hesselbergs Gate,Fagerheimgata,23
748,404,Hydroparken,Oslo Handelsgymnasium,23
384,542,Vaar Frelsers gravlund,Grünerhagen Nord,23
511,495,Henrik Ibsens gate,Vaterlandsparken,23
2347,464,Huk 2,Sukkerbiten,23
531,459,Monolittveien,Valkyrieplassen,23
408,410,Toeyen skole,Landstads gate,23
393,521,Hans Nielsen Hauges plass,Jess Carlsens gate,23
514,392,Sofienberggata,Sjoesiden ved fontenen,23
410,2315,Landstads gate,Rostockgata,23
624,514,Daelenenggata,Sofienberggata,23
394,384,Bjoelsen Studentby,Vaar Frelsers gravlund,23
503,606,Fagerheimgata,Stockfleths gate,23
577,625,Arkaden Nord,Spikersuppa Oest,23
568,403,Frognerveien,Parkveien,23
440,607,Lakkegata,Marcus Thranes gate,23
607,2308,Marcus Thranes gate,Gunerius,23
470,596,St. Hanshaugen park nord,Idioten,23
590,443,Majorstua skole,Sjoesiden ved trappen,23
541,449,Langkaia,Ruseloekkgaarden,23
534,589,Filipstadveien,Huk 1,23
418,616,Norsk Folkemuseum,Salt,23
600,547,Dyvekes bru,Skippergata,23
563,579,Huitfeldts gate,Bogstadveien,23
383,453,Arkitekt Rivertz Plass,Frogner Stadion,23
381,558,Groenlands torg,Dokkveien,23
380,2315,Bentsebrugata,Rostockgata,23
521,600,Jess Carlsens gate,Dyvekes bru,23
522,599,Mandalls gate,Paléhaven,23
590,526,Majorstua skole,Lille Grensen,23
432,407,St. Hanshaugen park soer,Sagene bussholdeplass,23
511,437,Henrik Ibsens gate,Sentrum Scene,23
398,512,Ringnes Park,Ensjoe T-bane,23
493,380,Sofienbergparken nordvest,Bentsebrugata,23
394,390,Bjoelsen Studentby,Saga Kino,23
593,407,Bjoelsen moelle,Sagene bussholdeplass,23
380,744,Bentsebrugata,Hallénparken,23
387,511,Studenterlunden,Henrik Ibsens gate,23
394,1023,Bjoelsen Studentby,Professor Aschehougs plass,23
537,542,St. Olavs gate,Grünerhagen Nord,23
549,388,Linaaes gate,Skovveien,23
556,585,Pilestredet,Nordre gate,23
460,558,Botanisk Hage soer,Dokkveien,23
441,480,Vippetangen oest,Helga Helgesens plass,23
552,423,Trelastgata,Schous plass,23
534,404,Filipstadveien,Oslo Handelsgymnasium,23
400,460,OsloMet,Botanisk Hage soer,23
578,603,Hallings gate,Frogner plass,23
481,449,Raadhusgata,Ruseloekkgaarden,23
450,499,Elisenberg,Bjerregaards gate,23
597,519,Fredensborg,Thomas Heftyes plass,23
557,408,Akersgata,Toeyen skole,23
501,383,Krebs' gate,Arkitekt Rivertz Plass,23
456,2315,Frognerstranda,Rostockgata,23
500,547,Anker Hotel,Skippergata,23
608,433,Colletts gate,Ila,23
2333,448,Akerselvallmenningen,Oslo Plaza,23
508,590,Majorstuen T-bane,Majorstua skole,23
2337,739,Universitetsgata,Hammersborg Torg,23
400,622,OsloMet,Pilestredet 63,23
412,380,Jakob kirke,Bentsebrugata,23
446,2305,Bislett Stadion,Hesselbergs Gate,23
2280,551,Klingenberggata,Olaf Ryes plass,23
521,503,Jess Carlsens gate,Fagerheimgata,23
601,607,Rolf Wickstroems vei,Marcus Thranes gate,23
434,543,Lindern,Fyrstikktorget,23
405,388,Frognerbadet,Skovveien,23
384,558,Vaar Frelsers gravlund,Dokkveien,23
564,545,Oscars gate,Arkaden Soer,23
518,556,Ullevaalsveien,Pilestredet,23
411,430,Hasle Torg,Spikersuppa Vest,23
458,476,Jenny Braatens Plass,Edvard Storms gate,23
389,464,Pilestredet Studenthus,Sukkerbiten,23
534,413,Filipstadveien,Majorstuen,23
456,381,Frognerstranda,Groenlands torg,23
423,524,Schous plass,Volvat,23
396,533,Kirkeristen,Soervest for Slottsparken,23
474,579,Blindern studentparkering,Bogstadveien,23
396,738,Kirkeristen,Lodalen busstopp,23
434,617,Lindern,Bjerregaardsgate Oest,23
516,447,Finnmarksgata,Kvaernerbyen,23
562,429,Slottsparken Oest,Thune,23
606,483,Stockfleths gate,Hausmanns gate,23
472,480,Arendalsgata,Helga Helgesens plass,23
425,579,Adamstuen,Bogstadveien,23
571,442,Over Raadhusgata,Vulkan,23
567,466,Forskningsveien,Ullevaalsalléen,23
438,617,BI Nydalen,Bjerregaardsgate Oest,23
406,600,Carl Berners plass soer,Dyvekes bru,23
439,525,Moelleparken,Myraloekka Oest,23
607,470,Marcus Thranes gate,St. Hanshaugen park nord,23
558,589,Dokkveien,Huk 1,23
482,607,Nydalen,Marcus Thranes gate,23
450,418,Elisenberg,Norsk Folkemuseum,23
390,392,Saga Kino,Sjoesiden ved fontenen,23
578,542,Hallings gate,Grünerhagen Nord,23
470,551,St. Hanshaugen park nord,Olaf Ryes plass,23
404,436,Oslo Handelsgymnasium,Vestkanttorvet,23
434,476,Lindern,Edvard Storms gate,23
2330,607,Stjerneplassen,Marcus Thranes gate,23
485,500,Sommerfrydhagen,Anker Hotel,23
464,2304,Sukkerbiten,Hedmarksgata,23
610,489,Sotahjoernet,Torggata,23
609,463,Fred Olsens gate,Schous plass trikkestopp,23
2280,469,Klingenberggata,Studentparlamentet,23
2305,385,Hesselbergs Gate,Soendre gate,23
505,559,Marienlystparken,Hoffsveien,23
748,443,Hydroparken,Sjoesiden ved trappen,23
970,585,Enerhaugen,Nordre gate,23
549,446,Linaaes gate,Bislett Stadion,23
735,545,Oslo Hospital,Arkaden Soer,23
562,589,Slottsparken Oest,Huk 1,23
487,463,Carl Berners plass nord,Schous plass trikkestopp,23
426,590,Gimle Kino,Majorstua skole,23
563,413,Huitfeldts gate,Majorstuen,23
453,476,Frogner Stadion,Edvard Storms gate,23
405,404,Frognerbadet,Oslo Handelsgymnasium,23
574,414,Annette Thommessens Plass,Kontraskjaeret,23
512,1755,Ensjoe T-bane,Aker Brygge,23
396,448,Kirkeristen,Oslo Plaza,23
474,496,Blindern studentparkering,Fysikkbygningen,23
403,456,Parkveien,Frognerstranda,23
541,599,Langkaia,Paléhaven,23
562,426,Slottsparken Oest,Gimle Kino,23
380,519,Bentsebrugata,Thomas Heftyes plass,23
443,2332,Sjoesiden ved trappen,Krohgstoetten hospital,23
571,549,Over Raadhusgata,Linaaes gate,23
464,491,Sukkerbiten,Brugata,23
521,581,Jess Carlsens gate,Jordalgata,23
518,385,Ullevaalsveien,Soendre gate,23
2330,2339,Stjerneplassen,Elgsletta,23
614,447,Sinsen T-bane,Kvaernerbyen,23
464,400,Sukkerbiten,OsloMet,23
392,521,Sjoesiden ved fontenen,Jess Carlsens gate,23
551,563,Olaf Ryes plass,Huitfeldts gate,23
393,465,Hans Nielsen Hauges plass,Bjoervika,23
590,739,Majorstua skole,Hammersborg Torg,23
626,429,Drammensveien,Thune,23
442,475,Vulkan,Hausmanns bru,23
404,2280,Oslo Handelsgymnasium,Klingenberggata,23
399,403,Uelands gate,Parkveien,23
551,484,Olaf Ryes plass,Karenslyst allé,23
569,739,Botanisk hage soer-vest,Hammersborg Torg,23
439,479,Moelleparken,Tjuvholmen,23
462,572,Stensparken,Skoeyen,23
500,453,Anker Hotel,Frogner Stadion,23
585,405,Nordre gate,Frognerbadet,23
394,580,Bjoelsen Studentby,Georg Morgenstiernes hus,23
503,569,Fagerheimgata,Botanisk hage soer-vest,23
378,446,Colosseum Kino,Bislett Stadion,23
585,574,Nordre gate,Annette Thommessens Plass,23
535,571,Uranienborgveien,Over Raadhusgata,23
580,464,Georg Morgenstiernes hus,Sukkerbiten,23
2330,603,Stjerneplassen,Frogner plass,23
1755,610,Aker Brygge,Sotahjoernet,23
408,472,Toeyen skole,Arendalsgata,23
443,622,Sjoesiden ved trappen,Pilestredet 63,23
578,406,Hallings gate,Carl Berners plass soer,23
483,535,Hausmanns gate,Uranienborgveien,23
394,514,Bjoelsen Studentby,Sofienberggata,23
475,448,Hausmanns bru,Oslo Plaza,23
429,445,Thune,Sjoelyst,23
432,620,St. Hanshaugen park soer,Bislettgata,23
624,516,Daelenenggata,Finnmarksgata,23
485,377,Sommerfrydhagen,Toeyenparken,23
423,617,Schous plass,Bjerregaardsgate Oest,23
392,424,Sjoesiden ved fontenen,Birkelunden,23
442,509,Vulkan,Kjeld Stubs gate,23
377,744,Toeyenparken,Hallénparken,23
594,377,Kampen park Oest,Toeyenparken,23
410,543,Landstads gate,Fyrstikktorget,23
540,593,Lilleborgbanen,Bjoelsen moelle,23
404,478,Oslo Handelsgymnasium,Jernbanetorget,23
578,626,Hallings gate,Drammensveien,23
2332,2308,Krohgstoetten hospital,Gunerius,23
471,400,Marienlyst,OsloMet,23
535,444,Uranienborgveien,AHO,23
385,410,Soendre gate,Landstads gate,23
378,548,Colosseum Kino,Colbjoernsens gate,23
585,597,Nordre gate,Fredensborg,23
617,2308,Bjerregaardsgate Oest,Gunerius,23
401,522,Lille Schous plass,Mandalls gate,23
1023,625,Professor Aschehougs plass,Spikersuppa Oest,23
485,577,Sommerfrydhagen,Arkaden Nord,23
476,485,Edvard Storms gate,Sommerfrydhagen,23
483,388,Hausmanns gate,Skovveien,23
493,487,Sofienbergparken nordvest,Carl Berners plass nord,23
424,787,Birkelunden,Kirkegata 15,23
1023,542,Professor Aschehougs plass,Grünerhagen Nord,23
557,407,Akersgata,Sagene bussholdeplass,23
420,501,Bjoelsendumpa,Krebs' gate,23
625,450,Spikersuppa Oest,Elisenberg,23
1755,613,Aker Brygge,Schives gate,23
2347,450,Huk 2,Elisenberg,23
735,424,Oslo Hospital,Birkelunden,23
586,485,Koebenhavngata busstopp,Sommerfrydhagen,23
450,462,Elisenberg,Stensparken,23
457,406,Trondheimsveien,Carl Berners plass soer,23
489,516,Torggata,Finnmarksgata,23
610,407,Sotahjoernet,Sagene bussholdeplass,23
613,526,Schives gate,Lille Grensen,23
514,522,Sofienberggata,Mandalls gate,23
569,574,Botanisk hage soer-vest,Annette Thommessens Plass,23
1023,541,Professor Aschehougs plass,Langkaia,23
439,577,Moelleparken,Arkaden Nord,23
1023,453,Professor Aschehougs plass,Frogner Stadion,23
473,426,Majorstuveien,Gimle Kino,23
437,388,Sentrum Scene,Skovveien,23
421,519,Alexander Kiellands Plass,Thomas Heftyes plass,23
509,584,Kjeld Stubs gate,Henrik Wergelands allé,23
471,603,Marienlyst,Frogner plass,23
387,737,Studenterlunden,Munkegata,23
407,472,Sagene bussholdeplass,Arendalsgata,23
558,593,Dokkveien,Bjoelsen moelle,23
485,392,Sommerfrydhagen,Sjoesiden ved fontenen,23
735,563,Oslo Hospital,Huitfeldts gate,23
387,390,Studenterlunden,Saga Kino,23
551,622,Olaf Ryes plass,Pilestredet 63,23
445,468,Sjoelyst,Skillebekk,23
470,403,St. Hanshaugen park nord,Parkveien,23
534,547,Filipstadveien,Skippergata,23
567,397,Forskningsveien,Storo Storsenter,23
617,423,Bjerregaardsgate Oest,Schous plass,23
521,563,Jess Carlsens gate,Huitfeldts gate,23
529,603,Friggfeltet,Frogner plass,23
597,582,Fredensborg,Stavangergata,23
614,514,Sinsen T-bane,Sofienberggata,23
401,609,Lille Schous plass,Fred Olsens gate,23
2328,583,The Hub,Galgeberg,23
622,480,Pilestredet 63,Helga Helgesens plass,23
465,579,Bjoervika,Bogstadveien,23
586,487,Koebenhavngata busstopp,Carl Berners plass nord,23
495,2333,Vaterlandsparken,Akerselvallmenningen,23
442,403,Vulkan,Parkveien,23
402,2340,Loerenveien,Tiedemannsparken,23
535,590,Uranienborgveien,Majorstua skole,23
593,598,Bjoelsen moelle,Sofienbergparken nord,23
377,2315,Toeyenparken,Rostockgata,23
444,431,AHO,Chr. Michelsens Gate,23
624,611,Daelenenggata,Bankplassen,23
582,481,Stavangergata,Raadhusgata,23
455,787,Sofienbergparken soer,Kirkegata 15,23
406,442,Carl Berners plass soer,Vulkan,23
2339,381,Elgsletta,Groenlands torg,23
456,522,Frognerstranda,Mandalls gate,23
2315,970,Rostockgata,Enerhaugen,23
624,401,Daelenenggata,Lille Schous plass,23
748,557,Hydroparken,Akersgata,23
542,609,Grünerhagen Nord,Fred Olsens gate,23
444,576,AHO,Dronningens gate,23
387,453,Studenterlunden,Frogner Stadion,23
437,380,Sentrum Scene,Bentsebrugata,23
460,562,Botanisk Hage soer,Slottsparken Oest,23
474,551,Blindern studentparkering,Olaf Ryes plass,23
452,441,Vippetangen vest,Vippetangen oest,23
444,503,AHO,Fagerheimgata,23
572,593,Skoeyen,Bjoelsen moelle,23
426,564,Gimle Kino,Oscars gate,23
382,534,Stensgata,Filipstadveien,23
616,500,Salt,Anker Hotel,23
402,380,Loerenveien,Bentsebrugata,23
518,452,Ullevaalsveien,Vippetangen vest,23
452,549,Vippetangen vest,Linaaes gate,23
2337,410,Universitetsgata,Landstads gate,23
453,547,Frogner Stadion,Skippergata,23
503,393,Fagerheimgata,Hans Nielsen Hauges plass,23
380,562,Bentsebrugata,Slottsparken Oest,23
465,435,Bjoervika,Fram-gaarden,23
611,400,Bankplassen,OsloMet,23
483,522,Hausmanns gate,Mandalls gate,23
522,441,Mandalls gate,Vippetangen oest,23
509,437,Kjeld Stubs gate,Sentrum Scene,23
485,2305,Sommerfrydhagen,Hesselbergs Gate,23
444,578,AHO,Hallings gate,23
623,541,7. juni-plassen,Langkaia,23
545,574,Arkaden Soer,Annette Thommessens Plass,23
735,970,Oslo Hospital,Enerhaugen,23
449,613,Ruseloekkgaarden,Schives gate,23
399,493,Uelands gate,Sofienbergparken nordvest,23
448,439,Oslo Plaza,Moelleparken,23
